stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
13_50 Sur Villa Magna_0010,,Stop 10 - 13_50 Sur Villa Magna,20.94962909571155,-89.62039073807065,0,,0
13_50 Sur Villa Magna_0011,,Stop 11 - 13_50 Sur Villa Magna,20.947851688063256,-89.62072744723555,0,,0
13_50 Sur Villa Magna_0012,,Stop 12 - 13_50 Sur Villa Magna,20.946066498398764,-89.62099321296576,0,,0
13_50 Sur Villa Magna_0013,,Stop 13 - 13_50 Sur Villa Magna,20.944288728782276,-89.62068238510254,0,,0
13_50 Sur Villa Magna_0014,,Stop 14 - 13_50 Sur Villa Magna,20.942509935804278,-89.62035364388844,0,,0
13_50 Sur Villa Magna_0015,,Stop 15 - 13_50 Sur Villa Magna,20.94072949819284,-89.62003529650575,0,,0
13_50 Sur Villa Magna_0016,,Stop 16 - 13_50 Sur Villa Magna,20.938955679000838,-89.61968010424754,0,,0
13_50 Sur Villa Magna_0017,,Stop 17 - 13_50 Sur Villa Magna,20.938096913171666,-89.61861360505165,0,,0
13_50 Sur Villa Magna_0018,,Stop 18 - 13_50 Sur Villa Magna,20.938110230448068,-89.61669181613142,0,,0
13_50 Sur Villa Magna_0019,,Stop 19 - 13_50 Sur Villa Magna,20.937641245702327,-89.61529974241702,0,,0
13_50 Sur Villa Magna_0020,,Stop 20 - 13_50 Sur Villa Magna,20.93584004599616,-89.6154164164521,0,,0
13_50 Sur Villa Magna_0021,,Stop 21 - 13_50 Sur Villa Magna,20.934035289753943,-89.61545020362263,0,,0
13_50 Sur Villa Magna_0022,,Stop 22 - 13_50 Sur Villa Magna,20.9322974026695,-89.61578025968613,0,,0
13_50 Sur Villa Magna_0023,,Stop 23 - 13_50 Sur Villa Magna,20.93100057272448,-89.61634161413151,0,,0
13_50 Sur Villa Magna_0024,,Stop 24 - 13_50 Sur Villa Magna,20.929195221901715,-89.6163180947621,0,,0
13_50 Sur Villa Magna_0025,,Stop 25 - 13_50 Sur Villa Magna,20.92770679869449,-89.61595029331282,0,,0
13_50 Sur Villa Magna_0026,,Stop 26 - 13_50 Sur Villa Magna,20.92651642874699,-89.61528626611674,0,,0
13_50 Sur Villa Magna_0027,,Stop 27 - 13_50 Sur Villa Magna,20.92471124469304,-89.61525067157004,0,,0
13_50 Sur Villa Magna_0028,,Stop 28 - 13_50 Sur Villa Magna,20.922909529199035,-89.61528192819986,0,,0
13_50 Sur Villa Magna_0029,,Stop 29 - 13_50 Sur Villa Magna,20.92110425235968,-89.61525768855327,0,,0
