stop_id,stop_name,stop_lon,stop_lat
shape_532-1-1,stop shape_532-1-1,-103.392639,20.510314
shape_533-1-0,stop shape_533-1-0,-103.347180,20.672925
shape_533-1-1,stop shape_533-1-1,-103.347142,20.672884
shape_534-1-0,stop shape_534-1-0,-103.346012,20.667002
shape_534-1-1,stop shape_534-1-1,-103.346056,20.666965
shape_535-1-0,stop shape_535-1-0,-103.346012,20.667002
shape_535-1-1,stop shape_535-1-1,-103.346056,20.666965
shape_536-1-0,stop shape_536-1-0,-103.346012,20.667002
shape_536-1-1,stop shape_536-1-1,-103.346056,20.666965
shape_537-1-0,stop shape_537-1-0,-103.346012,20.667002
shape_537-1-1,stop shape_537-1-1,-103.346056,20.666965
shape_538-1-0,stop shape_538-1-0,-103.171290,20.508226
shape_538-1-1,stop shape_538-1-1,-103.171281,20.508305
shape_539-1-0,stop shape_539-1-0,-103.171290,20.508226
shape_539-1-1,stop shape_539-1-1,-103.171281,20.508305
shape_540-1-0,stop shape_540-1-0,-103.171290,20.508226
shape_540-1-1,stop shape_540-1-1,-103.171281,20.508305
shape_541-1-0,stop shape_541-1-0,-103.171290,20.508226
shape_541-1-1,stop shape_541-1-1,-103.171281,20.508305
shape_544-1-0,stop shape_544-1-0,-103.463336,20.559127
shape_544-1-1,stop shape_544-1-1,-103.463511,20.559083
shape_545-1-0,stop shape_545-1-0,-103.432748,20.533827
shape_546-1-0,stop shape_546-1-0,-103.463336,20.559127
shape_546-1-1,stop shape_546-1-1,-103.463511,20.559083
shape_547-1-0,stop shape_547-1-0,-103.400667,20.605663
shape_548-1-0,stop shape_548-1-0,-103.463336,20.559127
shape_548-1-1,stop shape_548-1-1,-103.463511,20.559083
shape_549-1-0,stop shape_549-1-0,-103.399346,20.604472
shape_549-1-1,stop shape_549-1-1,-103.399356,20.604432
shape_550-1-0,stop shape_550-1-0,-103.463336,20.559127
shape_550-1-1,stop shape_550-1-1,-103.463511,20.559083
shape_551-1-0,stop shape_551-1-0,-103.452194,20.472852
shape_551-1-1,stop shape_551-1-1,-103.452172,20.472881
shape_552-1-0,stop shape_552-1-0,-103.463336,20.559127
shape_552-1-1,stop shape_552-1-1,-103.463511,20.559083
shape_553-1-0,stop shape_553-1-0,-103.287677,20.624148
shape_553-1-1,stop shape_553-1-1,-103.287645,20.624149
shape_554-1-0,stop shape_554-1-0,-103.419936,20.454092
shape_554-1-1,stop shape_554-1-1,-103.419916,20.454103
shape_555-1-0,stop shape_555-1-0,-103.448876,20.477735
shape_555-1-1,stop shape_555-1-1,-103.448877,20.477725
shape_556-1-0,stop shape_556-1-0,-103.318445,20.716205
shape_556-1-1,stop shape_556-1-1,-103.318447,20.716215
shape_558-1-0,stop shape_558-1-0,-103.230441,20.631244
shape_558-1-1,stop shape_558-1-1,-103.230518,20.631267
shape_559-1-0,stop shape_559-1-0,-103.257013,20.620662
shape_559-1-1,stop shape_559-1-1,-103.257032,20.620655
shape_560-1-0,stop shape_560-1-0,-103.257013,20.620662
shape_560-1-1,stop shape_560-1-1,-103.257032,20.620655
shape_561-1-1,stop shape_561-1-1,-103.488592,20.816397
shape_563-1-0,stop shape_563-1-0,-103.275442,20.697126
shape_563-1-1,stop shape_563-1-1,-103.275489,20.697115
shape_564-1-0,stop shape_564-1-0,-103.457471,20.619614
shape_564-1-1,stop shape_564-1-1,-103.457464,20.619605
shape_565-1-0,stop shape_565-1-0,-103.406153,20.602362
shape_565-1-1,stop shape_565-1-1,-103.406114,20.602334
shape_566-1-0,stop shape_566-1-0,-103.435390,20.681744
shape_566-1-1,stop shape_566-1-1,-103.435343,20.681693
shape_567-1-0,stop shape_567-1-0,-103.435390,20.681744
shape_567-1-1,stop shape_567-1-1,-103.435343,20.681693
shape_568-1-0,stop shape_568-1-0,-103.349839,20.755594
shape_568-1-1,stop shape_568-1-1,-103.349812,20.755535
shape_569-1-0,stop shape_569-1-0,-103.526104,20.766355
shape_569-1-1,stop shape_569-1-1,-103.526092,20.766293
shape_570-1-0,stop shape_570-1-0,-103.438331,20.758006
shape_570-1-1,stop shape_570-1-1,-103.438304,20.757931
shape_571-1-0,stop shape_571-1-0,-103.367163,20.759391
shape_571-1-1,stop shape_571-1-1,-103.367163,20.759412
