stop_code,stop_lat,stop_lon,stop_id,stop_name,zone_id,parent_station,stop_desc,location_type
1384,22.517907017827056,-98.0721189076002,stop_left_1385,Stop 1385,merged_cluster,,,0
1385,22.5163600434713,-98.07223283189754,stop_left_1386,Stop 1386,merged_cluster,,,0
1386,22.514123683163003,-98.07257039577904,stop_left_1387,Stop 1387,merged_cluster,,,0
1387,22.511206083196495,-98.07319226752439,stop_left_1388,Stop 1388,merged_cluster,,,0
1388,22.50897243473288,-98.0735500284292,stop_left_1389,Stop 1389,merged_cluster,,,0
1389,22.507414592121393,-98.07358301399276,stop_left_1390,Stop 1390,merged_cluster,,,0
1390,22.50517822506957,-98.07392052892736,stop_left_1391,Stop 1391,merged_cluster,,,0
1391,22.502092769127586,-98.07436028516788,stop_left_1392,Stop 1392,merged_cluster,,,0
1392,22.50221584847211,-98.07286849393282,stop_left_1393,Stop 1393,merged_cluster,,,0
1393,22.501625229514744,-98.07079029602787,stop_left_1394,Stop 1394,merged_cluster,,,0
1394,22.500949928499427,-98.06822622736753,stop_left_1395,Stop 1395,merged_cluster,,,0
1395,22.49979571508311,-98.0648209448422,stop_left_1396,Stop 1396,merged_cluster,,,0
1396,22.499260270228827,-98.0631015708982,stop_left_1397,Stop 1397,merged_cluster,,,0
1397,22.498423653792212,-98.0604704627064,stop_left_1398,Stop 1398,merged_cluster,,,0
1398,22.497613707240653,-98.05791855600515,stop_left_1399,Stop 1399,merged_cluster,,,0
1399,22.496592002049418,-98.05441921560613,stop_left_1400,Stop 1400,merged_cluster,,,0
1400,22.495865568591316,-98.05211813512938,stop_left_1401,Stop 1401,merged_cluster,,,0
1401,22.49513910303325,-98.04981707984571,stop_left_1402,Stop 1402,merged_cluster,,,0
1402,22.49391997470019,-98.04613710439116,stop_left_1403,Stop 1403,merged_cluster,,,0
1403,22.49295951379488,-98.04291406518087,stop_left_1404,Stop 1404,merged_cluster,,,0
1404,22.491861935440927,-98.03976964351374,stop_left_1405,Stop 1405,merged_cluster,,,0
1405,22.49150629386813,-98.03831218142031,stop_left_1406,Stop 1406,merged_cluster,,,0
1406,22.49077963578509,-98.03601127735304,stop_left_1407,Stop 1407,merged_cluster,,,0
1407,22.490029194596506,-98.033717261572,stop_left_1408,Stop 1408,merged_cluster,,,0
1408,22.488736927063307,-98.03065182196441,stop_left_1409,Stop 1409,merged_cluster,,,0
1409,22.487847509982537,-98.02881324703506,stop_left_1410,Stop 1410,merged_cluster,,,0
1410,22.48689425070138,-98.02661028784033,stop_left_1411,Stop 1411,merged_cluster,,,0
1411,22.485940962266458,-98.02440735979117,stop_left_1412,Stop 1412,merged_cluster,,,0
1412,22.48472758530919,-98.02164732070128,stop_left_1413,Stop 1413,merged_cluster,,,0
1413,22.48377419136934,-98.01944448308969,stop_left_1414,Stop 1414,merged_cluster,,,0
1414,22.483080922081804,-98.01779876252976,stop_left_1415,Stop 1415,merged_cluster,,,0
1415,22.482127517074552,-98.01559595907554,stop_left_1416,Stop 1416,merged_cluster,,,0
1416,22.481057278749613,-98.01305545221085,stop_left_1417,Stop 1417,merged_cluster,,,0
1417,22.480495938814123,-98.01168836863621,stop_left_1418,Stop 1418,merged_cluster,,,0
1418,22.479540352082225,-98.00948663140717,stop_left_1419,Stop 1419,merged_cluster,,,0
1419,22.478305621848964,-98.00678914633454,stop_left_1420,Stop 1420,merged_cluster,,,0
1420,22.477623696113806,-98.0050861141585,stop_left_1421,Stop 1421,merged_cluster,,,0
1421,22.476145991195995,-98.00182290372402,stop_left_1422,Stop 1422,merged_cluster,,,0
1422,22.475430487595233,-98.00018853516629,stop_left_1423,Stop 1423,merged_cluster,,,0
1423,22.47474849434943,-97.99848557282148,stop_left_1424,Stop 1424,merged_cluster,,,0
1424,22.473513586252114,-97.99578828408714,stop_left_1425,Stop 1425,merged_cluster,,,0
1425,22.472831548015364,-97.99408536830171,stop_left_1426,Stop 1426,merged_cluster,,,0
