end_time,exact_times,headway_secs,start_time,trip_id
08:00:00,1,900,06:00:00,rA Vía Pensador Mexicano_360_A Vía Pensador Mexicano_trip_00
08:00:00,1,900,06:00:00,rA Vía Periférico_39_A Vía Periférico_trip_00
08:00:00,1,900,06:00:00,rA Vía Robles_176_A Vía Robles_trip_00
08:00:00,1,900,06:00:00,rA Vía Santa Rita_52_A Vía Santa Rita_trip_00
08:00:00,1,900,06:00:00,rA Vía Tetlán_45_A Vía Tetlán_trip_00
08:00:00,1,900,06:00:00,rA Vía Villas de la Barranca_603_A Vía Villas de la Barranca_trip_00
08:00:00,1,900,06:00:00,rA_110_A_trip_00
08:00:00,1,900,06:00:00,rA_128_A_trip_00
08:00:00,1,900,06:00:00,rA_136_A_trip_00
08:00:00,1,900,06:00:00,rA_142_A_trip_00
08:00:00,1,900,06:00:00,rA_153_A_trip_00
08:00:00,1,900,06:00:00,rA_175_A_trip_00
08:00:00,1,900,06:00:00,rA_177_A_trip_00
08:00:00,1,900,06:00:00,rA_183_A_trip_00
08:00:00,1,900,06:00:00,rA_19_A_trip_00
08:00:00,1,900,06:00:00,rA_231_A_trip_00
08:00:00,1,900,06:00:00,rA_258_A_trip_00
08:00:00,1,900,06:00:00,rA_275_A_trip_00
08:00:00,1,900,06:00:00,rA_27_A_trip_00
08:00:00,1,900,06:00:00,rA_30_A_trip_00
08:00:00,1,900,06:00:00,rA_320_A_trip_00
08:00:00,1,900,06:00:00,rA_330_A_trip_00
08:00:00,1,900,06:00:00,rA_333_A_trip_00
08:00:00,1,900,06:00:00,rA_33_A_trip_00
08:00:00,1,900,06:00:00,rA_37_A_trip_00
08:00:00,1,900,06:00:00,rA_380_A_trip_00
08:00:00,1,900,06:00:00,rA_50_A_trip_00
08:00:00,1,900,06:00:00,rA_54_A_trip_00
08:00:00,1,900,06:00:00,rA_59_A_trip_00
08:00:00,1,900,06:00:00,rA_604_A_trip_00
08:00:00,1,900,06:00:00,rA_611_A_trip_00
08:00:00,1,900,06:00:00,rA_615_A_trip_00
08:00:00,1,900,06:00:00,rA_625_A_trip_00
08:00:00,1,900,06:00:00,rA_629_A_trip_00
08:00:00,1,900,06:00:00,rA_631_A_trip_00
08:00:00,1,900,06:00:00,rA_632_A_trip_00
08:00:00,1,900,06:00:00,rA_635_A_trip_00
08:00:00,1,900,06:00:00,rA_639_A_trip_00
08:00:00,1,900,06:00:00,rA_80_A_trip_00
08:00:00,1,900,06:00:00,rAmarillo Nueva Central Camionera_619_Amarillo Nueva Central Camionera_trip_00
08:00:00,1,900,06:00:00,rB Felipe Ruvalcaba – Tepeyac_51_B Felipe Ruvalcaba – Tepeyac_trip_00
08:00:00,1,900,06:00:00,rB Moctezuma – Tepeyac_51_B Moctezuma – Tepeyac_trip_00
08:00:00,1,900,06:00:00,rB Vía 1_629_B Vía 1_trip_00
08:00:00,1,900,06:00:00,rB Vía 2_629_B Vía 2_trip_00
08:00:00,1,900,06:00:00,rB Vía Capacha_644_B Vía Capacha_trip_00
08:00:00,1,900,06:00:00,rB Vía Carril_644_B Vía Carril_trip_00
08:00:00,1,900,06:00:00,rB Vía Jauja_644_B Vía Jauja_trip_00
08:00:00,1,900,06:00:00,rB Vía San Martín_644_B Vía San Martín_trip_00
08:00:00,1,900,06:00:00,rB Vía Santibañez_644_B Vía Santibañez_trip_00
08:00:00,1,900,06:00:00,rB_170_B_trip_00
08:00:00,1,900,06:00:00,rB_176_B_trip_00
08:00:00,1,900,06:00:00,rB_186_B_trip_00
08:00:00,1,900,06:00:00,rB_187_B_trip_00
08:00:00,1,900,06:00:00,rB_258_B_trip_00
08:00:00,1,900,06:00:00,rB_275_B_trip_00
08:00:00,1,900,06:00:00,rB_50_B_trip_00
08:00:00,1,900,06:00:00,rB_52_B_trip_00
08:00:00,1,900,06:00:00,rB_603_B_trip_00
08:00:00,1,900,06:00:00,rB_635_B_trip_00
08:00:00,1,900,06:00:00,rB_80_B_trip_00
08:00:00,1,900,06:00:00,rC Vía Guayabitos_52_C Vía Guayabitos_trip_00
08:00:00,1,900,06:00:00,rCTM_153_CTM_trip_00
08:00:00,1,900,06:00:00,rCUT_368_CUT_trip_00
08:00:00,1,900,06:00:00,rC_176_C_trip_00
08:00:00,1,900,06:00:00,rC_231_C_trip_00
08:00:00,1,900,06:00:00,rC_51_C_trip_00
08:00:00,1,900,06:00:00,rC_78_C_trip_00
08:00:00,1,900,06:00:00,rCircuito Belenes_641_Circuito Belenes_trip_00
08:00:00,1,900,06:00:00,rD Fortin – Tepeyac_51_D Fortin – Tepeyac_trip_00
08:00:00,1,900,06:00:00,rD Tizate – Tepeyac_51_D Tizate – Tepeyac_trip_00
08:00:00,1,900,06:00:00,rD_258_D_trip_00
08:00:00,1,900,06:00:00,rD_52_D_trip_00
08:00:00,1,900,06:00:00,rF Nextipac_275_F Nextipac_trip_00
08:00:00,1,900,06:00:00,rF_275_F_trip_00
08:00:00,1,900,06:00:00,rGF_186_GF_trip_00
08:00:00,1,900,06:00:00,rLM_185_LM_trip_00
08:00:00,1,900,06:00:00,rLínea 1_Macrobus_Línea 1_trip_00
08:00:00,1,900,06:00:00,rLínea 1_SiTren_Línea 1_trip_00
08:00:00,1,900,06:00:00,rLínea 1_Tren Ligero_Línea 1_trip_00
08:00:00,1,900,06:00:00,rLínea 2_SiTren_Línea 2_trip_00
08:00:00,1,900,06:00:00,rLínea 2_Tren Ligero_Línea 2_trip_00
08:00:00,1,900,06:00:00,rLínea 3 (Ruta 400)_SiTren_Línea 3 (Ruta 400)_trip_00
08:00:00,1,900,06:00:00,rParques de Tesistán_633_Parques de Tesistán_trip_00
08:00:00,1,900,06:00:00,rPremier UT VIP Class A_706_Premier UT VIP Class A_trip_00
08:00:00,1,900,06:00:00,rPremier UT VIP Class Base Aérea_706_Premier UT VIP Class Base Aérea_trip_00
08:00:00,1,900,06:00:00,rPuerto Vallarta_11_Puerto Vallarta_trip_00
08:00:00,1,900,06:00:00,rPuerto Vallarta_13_Puerto Vallarta_trip_00
08:00:00,1,900,06:00:00,rPuerto Vallarta_21_Puerto Vallarta_trip_00
08:00:00,1,900,06:00:00,rPuerto Vallarta_2_Puerto Vallarta_trip_00
08:00:00,1,900,06:00:00,rPunta de Mita_Línea Puerto Vallarta_Punta de Mita_trip_00
08:00:00,1,900,06:00:00,rRoca_185_Roca_trip_00
08:00:00,1,900,06:00:00,rRojo_619_Rojo_trip_00
08:00:00,1,900,06:00:00,rRuta Modelo_13_Ruta Modelo_trip_00
08:00:00,1,900,06:00:00,rSanta Fe_619_Santa Fe_trip_00
08:00:00,1,900,06:00:00,rTUR  ITESO_709_TUR  ITESO_trip_00
08:00:00,1,900,06:00:00,rTUR CENT_706_TUR CENT_trip_00
08:00:00,1,900,06:00:00,rTUR MIR_707_TUR MIR_trip_00
08:00:00,1,900,06:00:00,rTUR RIO_706_TUR RIO_trip_00
08:00:00,1,900,06:00:00,rTerranova_622_Terranova_trip_00
08:00:00,1,900,06:00:00,rTopacio_645_Topacio_trip_00
08:00:00,1,900,06:00:00,rTurquesa A_703_Turquesa A_trip_00
08:00:00,1,900,06:00:00,rTurquesa B_703_Turquesa B_trip_00
08:00:00,1,900,06:00:00,rVSS_175_VSS_trip_00
08:00:00,1,900,06:00:00,rValle Dorado_Línea Puerto Vallarta_Valle Dorado_trip_00
08:00:00,1,900,06:00:00,rVerde Vía 1_619_Verde Vía 1_trip_00
08:00:00,1,900,06:00:00,rVerde Vía 2_619_Verde Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 1_101_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 1_177_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 1_178_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 1_358_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 1_610_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 1_626_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 1_629_Vía 1_trip_00
08:00:00,1,900,06:00:00,rVía 2_101_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_177_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_178_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_358_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_383_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_610_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_626_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_629_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_636_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 2_647_Vía 2_trip_00
08:00:00,1,900,06:00:00,rVía 3_320_Vía 3_trip_00
08:00:00,1,900,06:00:00,rVía 3_626_Vía 3_trip_00
08:00:00,1,900,06:00:00,rVía 3_633_Vía 3_trip_00
08:00:00,1,900,06:00:00,rVía 3_636_Vía 3_trip_00
08:00:00,1,900,06:00:00,rVía 4_626_Vía 4_trip_00
08:00:00,1,900,06:00:00,rVía Arboledas_645_Vía Arboledas_trip_00
08:00:00,1,900,06:00:00,rVía Bosques de Tonalá_614_Vía Bosques de Tonalá_trip_00
08:00:00,1,900,06:00:00,rVía Centro_45_Vía Centro_trip_00
08:00:00,1,900,06:00:00,rVía Circuito Atemajac_641_Vía Circuito Atemajac_trip_00
08:00:00,1,900,06:00:00,rVía Colonia Morelos_360_Vía Colonia Morelos_trip_00
08:00:00,1,900,06:00:00,rVía Cucea_641_Vía Cucea_trip_00
08:00:00,1,900,06:00:00,rVía Directa_623_Vía Directa_trip_00
08:00:00,1,900,06:00:00,rVía Esteban Alatorre_360_Vía Esteban Alatorre_trip_00
08:00:00,1,900,06:00:00,rVía Fraccionamiento La Cruz_37_Vía Fraccionamiento La Cruz_trip_00
08:00:00,1,900,06:00:00,rVía Hacienda de Tala_320_Vía Hacienda de Tala_trip_00
08:00:00,1,900,06:00:00,rVía Hacienda del Valle_636_Vía Hacienda del Valle_trip_00
08:00:00,1,900,06:00:00,rVía Jardines de la Reina_612_Vía Jardines de la Reina_trip_00
08:00:00,1,900,06:00:00,rVía Juan de Dios Robledo_614_Vía Juan de Dios Robledo_trip_00
08:00:00,1,900,06:00:00,rVía La Venta_629_Vía La Venta_trip_00
08:00:00,1,900,06:00:00,rVía Las Palmas_612_Vía Las Palmas_trip_00
08:00:00,1,900,06:00:00,rVía Nuevo Zalatitán_45_Vía Nuevo Zalatitán_trip_00
08:00:00,1,900,06:00:00,rVía Praderas_633_Vía Praderas_trip_00
08:00:00,1,900,06:00:00,rVía Prepa 13_645_Vía Prepa 13_trip_00
08:00:00,1,900,06:00:00,rVía Santa Anita_175_Vía Santa Anita_trip_00
08:00:00,1,900,06:00:00,rVía Santa Fe_171_Vía Santa Fe_trip_00
08:00:00,1,900,06:00:00,rVía Tonaltecas_275_Vía Tonaltecas_trip_00
08:00:00,1,900,06:00:00,rVía Tutelar_640_Vía Tutelar_trip_00
08:00:00,1,900,06:00:00,rVía Urbiquintas_643_Vía Urbiquintas_trip_00
08:00:00,1,900,06:00:00,rVía Vallarta_45_Vía Vallarta_trip_00
08:00:00,1,900,06:00:00,rVía Valle Dorado_171_Vía Valle Dorado_trip_00
08:00:00,1,900,06:00:00,rVía Villa del Centinela_637_Vía Villa del Centinela_trip_00
08:00:00,1,900,06:00:00,rVía Villas de la Loma_633_Vía Villas de la Loma_trip_00
08:00:00,1,900,06:00:00,r_110__trip_00
08:00:00,1,900,06:00:00,r_136__trip_00
08:00:00,1,900,06:00:00,r_142__trip_00
08:00:00,1,900,06:00:00,r_156__trip_00
08:00:00,1,900,06:00:00,r_15__trip_00
08:00:00,1,900,06:00:00,r_160__trip_00
08:00:00,1,900,06:00:00,r_161__trip_00
08:00:00,1,900,06:00:00,r_162__trip_00
08:00:00,1,900,06:00:00,r_163__trip_00
08:00:00,1,900,06:00:00,r_165__trip_00
08:00:00,1,900,06:00:00,r_166__trip_00
08:00:00,1,900,06:00:00,r_167__trip_00
08:00:00,1,900,06:00:00,r_169__trip_00
08:00:00,1,900,06:00:00,r_172__trip_00
08:00:00,1,900,06:00:00,r_174__trip_00
08:00:00,1,900,06:00:00,r_176__trip_00
08:00:00,1,900,06:00:00,r_179__trip_00
08:00:00,1,900,06:00:00,r_186__trip_00
08:00:00,1,900,06:00:00,r_187__trip_00
08:00:00,1,900,06:00:00,r_188__trip_00
08:00:00,1,900,06:00:00,r_19__trip_00
08:00:00,1,900,06:00:00,r_200__trip_00
08:00:00,1,900,06:00:00,r_207__trip_00
08:00:00,1,900,06:00:00,r_214__trip_00
08:00:00,1,900,06:00:00,r_231__trip_00
08:00:00,1,900,06:00:00,r_249__trip_00
08:00:00,1,900,06:00:00,r_24__trip_00
08:00:00,1,900,06:00:00,r_258__trip_00
08:00:00,1,900,06:00:00,r_25__trip_00
08:00:00,1,900,06:00:00,r_27__trip_00
08:00:00,1,900,06:00:00,r_300__trip_00
08:00:00,1,900,06:00:00,r_330__trip_00
08:00:00,1,900,06:00:00,r_333__trip_00
08:00:00,1,900,06:00:00,r_33__trip_00
08:00:00,1,900,06:00:00,r_368__trip_00
08:00:00,1,900,06:00:00,r_371__trip_00
08:00:00,1,900,06:00:00,r_37__trip_00
08:00:00,1,900,06:00:00,r_380__trip_00
08:00:00,1,900,06:00:00,r_39__trip_00
08:00:00,1,900,06:00:00,r_500__trip_00
08:00:00,1,900,06:00:00,r_50__trip_00
08:00:00,1,900,06:00:00,r_51__trip_00
08:00:00,1,900,06:00:00,r_52__trip_00
08:00:00,1,900,06:00:00,r_54__trip_00
08:00:00,1,900,06:00:00,r_55__trip_00
08:00:00,1,900,06:00:00,r_59__trip_00
08:00:00,1,900,06:00:00,r_602__trip_00
08:00:00,1,900,06:00:00,r_604__trip_00
08:00:00,1,900,06:00:00,r_605__trip_00
08:00:00,1,900,06:00:00,r_608__trip_00
08:00:00,1,900,06:00:00,r_611__trip_00
08:00:00,1,900,06:00:00,r_615__trip_00
08:00:00,1,900,06:00:00,r_616__trip_00
08:00:00,1,900,06:00:00,r_619__trip_00
08:00:00,1,900,06:00:00,r_61__trip_00
08:00:00,1,900,06:00:00,r_622__trip_00
08:00:00,1,900,06:00:00,r_624__trip_00
08:00:00,1,900,06:00:00,r_625__trip_00
08:00:00,1,900,06:00:00,r_631__trip_00
08:00:00,1,900,06:00:00,r_632__trip_00
08:00:00,1,900,06:00:00,r_634__trip_00
08:00:00,1,900,06:00:00,r_637__trip_00
08:00:00,1,900,06:00:00,r_639__trip_00
08:00:00,1,900,06:00:00,r_640__trip_00
08:00:00,1,900,06:00:00,r_646__trip_00
08:00:00,1,900,06:00:00,r_647__trip_00
08:00:00,1,900,06:00:00,r_66__trip_00
08:00:00,1,900,06:00:00,r_701__trip_00
08:00:00,1,900,06:00:00,r_78__trip_00
08:00:00,1,900,06:00:00,r_80__trip_00
